,Investment,YouTube_DD_Clicks,YouTube_OLV_Impressions,OTT_Impressions,PDM_Impressions,POLV_Clicks,OOH_Impressions,Partnership_Impressions,Facebook_Impressions,Social_Impressions,DD_Impressions,OLV_Clicks,YouTube_DD_Clicks_ROAS,YouTube_OLV_Impressions_ROAS,OTT_Impressions_ROAS,PDM_Impressions_ROAS,POLV_Clicks_ROAS,OOH_Impressions_ROAS,Partnership_Impressions_ROAS,Facebook_Impressions_ROAS,Social_Impressions_ROAS,DD_Impressions_ROAS,OLV_Clicks_ROAS
74,740000,714.5057335515371,1626.100861631904,488.3604072719909,2235.274296359495,1087.323043573716,717.6066816399257,51.35547681186105,6337.368555694294,5375.502740494278,4610.517558215714,2268.919776586154,0.610226518384556,1.388778033177518,0.4170861856701328,1.90904507472865,0.9286326534305248,0.6128748956708554,0.0438603531690489,5.412455307025397,4.590969908097816,3.937631211881528,1.937780133516823
75,750000,714.5252350972895,1630.278228482684,488.3604072719909,2236.714879261386,1087.323815599693,717.6066816399257,51.35547681186105,6368.439753301948,5392.78086965325,4621.761727845718,2274.630668356267,0.6021065981086493,1.373781120534741,0.4115250365278643,1.884805071590928,0.9162515352786745,0.6047032303952441,0.04327554846012825,5.366471898782442,4.544316679494472,3.894604549331325,1.916755443201547
76,760000,714.5426766269387,1634.305554104958,488.3604072719909,2238.069825561338,1087.324469576241,717.6066816399257,51.35547681186105,6398.783144823071,5409.510732856572,4632.591327177493,2280.134297319579,0.5941986468792438,1.359054092360965,0.4061102334156556,1.861131749677324,0.9041961378581376,0.5967466089426751,0.04270613334881077,5.321093352010764,4.498435241007044,3.852365419442337,1.89611167882365
77,770000,714.55827574715,1638.188227628067,488.3604072719909,2239.344225995597,1087.325023554137,717.6066816399257,51.35547681186105,6428.415778255171,5425.709727564082,4643.021641335495,2285.438185571205,0.5864945847690893,1.344590856962257,0.4008360745401276,1.838007208869114,0.8924537855665122,0.5889966529823806,0.04215150824038465,5.276310093321127,4.453309802364285,3.810895684836406,1.87584017309221
78,780000,714.5722270780404,1641.931444616449,488.3604072719909,2240.542868677523,1087.325492824036,717.6066816399257,51.35547681186105,6457.354302266571,5441.394699183086,4653.067391884677,2290.549582210273,0.5789867275811814,1.330385478202046,0.3956971505075618,1.815414221800249,0.8810124505958853,0.5814454138415808,0.04161110428858485,5.232112716708298,4.408924935748347,3.770177681629636,1.855932481996016
79,790000,714.5847046813268,1645.540214022045,488.3604072719909,2241.670257087248,1087.325890338521,717.6066816399257,51.35547681186105,6485.614975550206,5456.581958585976,4662.742757608821,2295.475473247635,0.5716677637450615,1.316432171217636,0.3906883258175927,1.793336205669798,0.8698607122708168,0.5740853453119406,0.04108438144948885,5.188491980440165,4.365265566868781,3.730194206087057,1.836380378598108
80,800000,714.5958642319813,1649.01936488698,488.3604072719909,2242.730626991932,1087.326227069614,717.6066816399257,51.35547681186105,6513.213675958348,5471.287299071971,4672.061394522772,2300.222591154024,0.5645307327432653,1.302725298260714,0.3858047217448728,1.771757195323626,0.8589877193849949,0.5669092784955413,0.04057082668137023,5.145438804007095,4.322316966266857,3.69092850167299,1.817175847011679
81,810000,714.6058449604878,1652.373552805501,488.3604072719909,2243.727962360169,1087.326512311619,717.6066816399257,51.35547681186105,6540.165909423336,5485.52601279065,4681.036455146822,2304.797424061661,0.557569004956825,1.289259364658119,0.3810417004887633,1.750661817545218,0.848383155285115,0.5599103985141148,0.04006995227789652,5.102944265130306,4.280064740844063,3.652364246484928,1.798311076551815
82,820000,714.6147713899298,1655.607266153817,488.3604072719909,2244.666010330355,1087.326753937662,717.6066816399257,51.35547681186105,6566.48681866937,5499.312906644321,4689.680607070456,2309.206224631925,0.5507762628273606,1.276029014889284,0.3763948504828027,1.730035266498518,0.8380372054739056,0.5530822229224793,0.03958129432328803,5.060999596828101,4.238494825608794,3.614485541059181,1.779778456057777
83,830000,714.6227548895838,1658.724832096186,488.3604072719909,2245.548295289253,1087.326958617,717.6066816399257,51.35547681186105,6592.191191720239,5512.662317685785,4698.006050831653,2313.455018601189,0.5441464832412253,1.263029028776855,0.3718599727661425,1.709863280268443,0.8279405275252336,0.5464185816824494,0.03910441125915203,5.019596184538784,4.197593475635441,3.577276896536873,1.761570568380665
84,840000,714.6298950644034,1661.730422375261,488.3604072719909,2246.378132113634,1087.327131999102,717.6066816399257,51.35547681186105,6617.293470207735,5525.588128027503,4706.024537136982,2317.549613016507,0.5376739210484559,1.250254317787101,0.3674330683284503,1.690132118447401,0.8180842231231342,0.5399135985671821,0.03863888255368594,4.978725563299153,4.157347258230216,3.540723223179253,1.743680185031467
85,850000,714.6362809977232,1664.628058894476,488.3604072719909,2247.158638624771,1087.327278869586,717.6066816399257,51.35547681186105,6641.807757485502,5538.103779277671,4713.747383446802,2321.495604172407,0.5313530936359542,1.237699921436834,0.3631103263481156,1.670828540718654,0.8084598120536217,0.5335616738781566,0.03818430746481904,4.938379414977455,4.117743045298222,3.504809819221622,1.72610026098466
86,860000,714.6419923626968,1667.421619099919,488.3604072719909,2247.892747302562,1087.327403282307,717.6066816399257,51.35547681186105,6665.747826552784,5550.222286518199,4721.185489948953,2325.298385259633,0.5251787664804934,1.225361003803661,0.3588881132510445,1.65193978638979,0.7990592079935093,0.5273574683679454,0.03774030388964673,4.898549565559721,4.078768005906397,3.469522360055509,1.708823929632661
87,870000,714.6471004163242,1670.1148411689,488.3604072719909,2248.583216303291,1087.32750867125,717.6066816399257,51.35547681186105,6689.1271277926,5561.956251839164,4728.34935494352,2328.963153736306,0.519145939612778,1.213232850136488,0.354762962524021,1.633453554831816,0.7898746959542872,0.5212958882717621,0.037306507293214,4.859227982488417,4.040409599037186,3.434846887729086,1.691844497886604
88,880000,714.6516688884815,1672.711329012159,488.3604072719909,2249.232639822439,1087.327597945314,717.6066816399257,51.35547681186105,6711.958796528635,5573.317877443767,4735.249089660355,2332.494918431551,0.5132498349290003,1.201310863563278,0.3507315652226116,1.61535798678157,0.7808989112516349,0.515372071359583,0.03688256971033657,4.820406772052383,4.002655566527797,3.400769800756073,1.675155441419023
89,890000,714.6557547770358,1675.214557096408,488.3604072719909,2249.843457841462,1087.327673568605,717.6066816399257,51.35547681186105,6734.255660405148,5584.318978337476,4741.894432530269,2335.898506391331,0.5074858842911085,1.189590561893179,0.3467907611189868,1.597641646467196,0.7721248198824252,0.5095813739285765,0.03646815881471482,4.782078176827026,3.965493926190207,3.367277844223742,1.658750400044181
90,900000,714.6594090589716,1677.627875093656,488.3604072719909,2250.41796529517,1087.327737628443,717.6066816399257,51.35547681186105,6756.030246593981,5594.970994614489,4748.294762930073,2339.178569475814,0.5018497183614111,1.178067574510212,0.342937530439887,1.580293504518386,0.7635457002013064,0.5039193586627033,0.03606295705010687,4.744234573163773,3.928912965107063,3.334358100190896,1.642623173231905
91,910000,714.6626773263969,1679.954512363544,488.3604072719909,2250.958320694137,1087.327791892978,717.6066816399257,51.35547681186105,6777.294788832781,5605.285003354342,4754.459114420813,2342.339590717318,0.4963371561211899,1.16673763935578,0.3391689861493387,1.563302921624939,0.7551551257982004,0.4983817832927835,0.03566666081878701,4.706868468727821,3.89290123309884,3.301997978366983,1.626767715750929
92,920000,714.6656003553672,1682.197582274679,488.3604072719909,2251.466554234553,1087.327837859999,717.6066816399257,51.35547681186105,6798.061234298349,5615.271730141021,4760.39618749794,2345.385890447499,0.4909441950267305,1.155596599997388,0.335482366734672,1.546659632908954,0.7469469494864343,0.4929645899961229,0.03527897972293063,4.669972500083214,3.857447536357745,3.270185207063802,1.611178133437847
93,930000,714.6682146146212,1684.360086370765,488.3604072719909,2251.944575425971,1087.327876798266,717.6066816399257,51.35547681186105,6818.34125031899,5624.941560216538,4766.114361871367,2348.321632202174,0.4856670017596136,1.144640402780993,0.3318750294579551,1.530353732977649,0.7389152883188216,0.4876638954800355,0.03489963585494214,4.633539430324302,3.822540931243927,3.238907824411509,1.595848679087929
94,940000,714.6705527205781,1686.444918387092,488.3604072719909,2252.394180265624,1087.327909782536,717.6066816399257,51.35547681186105,6838.146230929631,5634.304549280592,4771.62170829277,2351.150828411845,0.4805019035312823,1.133865094064513,0.3283444440381896,1.514375661625398,0.7310545095559177,0.482475981698333,0.03452836313308105,4.597562146752688,3.788170718239718,3.208154169830884,1.580773748464134
95,950000,714.672643844271,1688.454868122754,488.3604072719909,2252.817057986252,1087.327937723226,717.6066816399257,51.35547681186105,6857.487303273384,5643.370433947536,4776.925999946814,2353.877345885688,0.4754453799048203,1.123266817530085,0.3248881867325245,1.498716190155065,0.7233592175169253,0.47739728715414,0.03416490667904862,4.562033658598715,3.754326436057729,3.177912875754091,1.565947876420795
96,960000,714.6745140752953,1690.392625173804,488.3604072719909,2253.214797402808,1087.327961391545,717.6066816399257,51.35547681186105,6876.375333853201,5652.148641871532,4782.034723422392,2356.504911096527,0.4704940550995694,1.112841811572754,0.321503934787394,1.483366408290182,0.7158242412494336,0.4724243987462844,0.03380902223447519,4.52694709478669,3.720997855898759,3.148172859586408,1.551365733138547
97,970000,714.6761867473116,1692.260782532303,488.3604072719909,2253.588892881867,1087.327981440773,717.6066816399257,51.35547681186105,6894.820934637029,5660.648301550396,4786.955089279352,2359.037115274,0.465644690746702,1.102586406763315,0.3181894612328848,1.468317711650866,0.7084446229593488,0.467554044120034,0.03346047561350122,4.492295701742888,3.688174975855516,3.118923315901599,1.537022120467183
98,980000,714.6776827291656,1694.061840056117,488.3604072719909,2253.940749956192,1087.327998424301,717.6066816399257,51.35547681186105,6912.834469020011,5668.878251818383,4791.694042225637,2361.47741931287,0.4608941790661557,1.092497023383129,0.3149426299958145,1.453561789767667,0.7012156071471004,0.4627830844861562,0.03311904218887366,4.458072841245558,3.655848015458385,3.09015370886388,1.522911968373198
99,990000,714.6790206852534,1695.798207814072,488.3604072719909,2254.271690605523,1087.328012810902,717.6066816399257,51.35547681186105,6930.426057647009,5676.847051037716,4796.258270919187,2363.829158503219,0.4562395364374547,1.082570169028781,0.3117613913089881,1.439090614608779,0.6941326304004948,0.4581085078751849,0.03278450640918806,4.42427198831607,3.624007410359431,3.061853764869622,1.509030331488924
100,1000000,714.6802173083862,1697.472209310972,488.3604072719909,2254.582958223463,1087.328024997667,717.6066816399257,51.35547681186105,6947.605584098734,5684.562985998473,4800.654217408453,2366.095547088956,0.4516778973389001,1.072802436284534,0.3086437773958983,1.424896429597229,0.6871913117985256,0.453527422796433,0.03245666134509619,4.3908867291504,3.592643807151035,3.034013465402142,1.49537238576022
101,1010000,714.6812875280556,1699.086084596772,488.3604072719909,2254.875722289085,1087.32803532097,717.6066816399257,51.35547681186105,6964.382700444698,5692.034080536051,4804.888086224844,2368.279682660893,0.4472065086314169,1.063190500460554,0.3055878984117804,1.410971739095744,0.6803874438840132,0.4490370522736961,0.03213530826247147,4.357910759090148,3.561748058315628,3.00662304009317,1.481933425189786
102,1020000,714.6822446966995,1700.641993264081,488.3604072719909,2255.151082760844,1087.328044065752,717.6066816399257,51.35547681186105,6980.766832666097,5699.268103875198,4808.965853139928,2370.384550390382,0.4428227241650138,1.053731117394999,0.3025919386234296,1.397309298338092,0.6737169841662308,0.4446347282317971,0.03182025622068253,4.325337880632327,3.531311217303064,2.97967295998474,1.468708858673256
103,1030000,714.6831007562903,1702.142017338004,488.3604072719909,2255.410074209288,1087.328051473381,717.6066816399257,51.35547681186105,6996.767185951649,5706.272578709253,4812.893273599761,2372.413027109304,0.4385239996873548,1.044421121318076,0.2996541528115517,1.38390210378667,0.6671760471176473,0.4403178862101292,0.03151132169426814,4.293162001477128,3.50132453373228,2.953153930985485,1.45569420692532
104,1040000,714.6838663873291,1703.58816406218,488.3604072719909,2255.653669704089,1087.32805774832,717.6066816399257,51.35547681186105,7012.392749869408,5713.054789023035,4816.675890848254,2374.367885241985,0.4343078880353769,1.035257422776248,0.2967728628806714,1.3707433838971,0.6607608966316714,0.4360840603811856,0.03120832821643864,4.261377132612949,3.471779448713998,2.927056887515477,1.442885099493206
105,1050000,714.6845511420988,1704.982368584762,488.3604072719909,2255.882784470015,1087.328063063766,717.6066816399257,51.35547681186105,7027.652303417421,5719.62178766749,4820.319043751011,2376.25179659441,0.4301720345921966,1.026237006614828,0.2939464546627603,1.357826590271476,0.6544679389107623,0.4319308788537458,0.03091110604294875,4.229977386437914,3.442667590291289,2.901372986333942,1.430277271854921
106,1060000,714.6851635638403,1706.326496547917,488.3604072719909,2256.09827932557,1087.328067566435,717.6066816399257,51.35547681186105,7042.554419956073,5725.98040369399,4823.827874330726,2378.067336005923,0.4261141729927803,1.017356930017249,0.2911733749017908,1.345145389182793,0.6482937157565916,0.4278560592419179,0.0306194918349964,4.198956974917206,3.413980768994907,2.876093600544357,1.417866562599758
107,1070000,714.6857112933435,1707.622346584314,488.3604072719909,2256.300963917211,1087.328071380607,717.6066816399257,51.35547681186105,7057.107472024923,5732.137249455879,4827.207335024736,2379.816984868388,0.4221321210629842,1.008614320599333,0.2884521284073815,1.332693653453904,0.6422348982360223,0.4238574044826477,0.03033332835990298,4.168310207775469,3.385710973510389,2.851210313771619,1.405648910688618
108,1080000,714.6862011642742,1708.871652723954,488.3604072719909,2256.491599761312,1087.328074611559,717.6066816399257,51.35547681186105,7071.319636046679,5738.0987274847,4830.462195675002,2381.503134517639,0.4182237769776123,1.000006374556981,0.2857812753665724,1.320465454675138,0.6362882806986162,0.4199327988855862,0.03005246420842239,4.138031490723612,3.35785036645401,2.826714914506113,1.393620352791804
109,1090000,714.6866392884345,1710.076086714544,488.3604072719909,2256.670903105302,1087.328077348471,717.6066816399257,51.35547681186105,7085.198896921005,5743.871037148214,4833.59705026036,2383.128089501844,0.4143871156241198,0.9915303548656803,0.2831594288035764,1.30845505574546,0.6304507751231504,0.4160802044003973,0.02977675352761118,4.108115323719336,3.330391280254744,2.802599390609676,1.381777020701987
110,1100000,714.6870311320163,1711.237260258527,488.3604072719909,2256.839547618706,1087.328079666885,717.6066816399257,51.35547681186105,7098.753052510739,5749.46018109715,4836.616323380556,2384.694070731247,0.4106201851594857,0.9831835895303538,0.2805852521780893,1.296656903722747,0.6247194057722468,0.4122976570876664,0.02950605576826926,4.078556299260715,3.303326213139453,2.778855923978647,1.370115138820135
111,1110000,714.6873815837977,1712.356727169776,488.3604072719909,2256.998166924228,1087.328081630794,717.6066816399257,51.35547681186105,7111.989718022986,5754.871971507388,4839.524276501226,2386.203218513604,0.4069211037486127,0.9749634698840525,0.2780574571134218,1.28506562296947,0.6190913041357315,0.4085832637805703,0.0292402354460326,4.049349100712186,3.276647825218621,2.755476885359257,1.358631021712251
112,1120000,714.6876950161385,1713.435985452806,488.3604072719909,2257.147356978362,1087.328083294405,717.6066816399257,51.35547681186105,7124.91633028763,5760.112036124066,4842.325013968618,2387.657595479452,0.4032880564733924,0.9668674489340833,0.2755748012463377,1.273676008580647,0.6135637041446999,0.4049351989253867,0.02897916191526445,4.020488500662305,3.250348934670009,2.732454829310863,1.347321071734834
113,1130000,714.6879753395308,1714.476479307323,488.3604072719909,2257.287678310494,1087.328084703635,717.6066816399257,51.35547681186105,7137.540151935594,5765.185824113899,4845.022488802544,2389.059189401211,0.3997192924022863,0.9588930397541839,0.2731360861910604,1.262483020081621,0.6081339376395549,0.4013517015897637,0.02872270915495238,3.991969359312651,3.224422514017685,2.709782489312573,1.336181776727049
114,1140000,714.6882260513886,1715.479601060762,488.3604072719909,2257.41965812889,1087.328085897381,717.6066816399257,51.35547681186105,7149.868275479265,5770.098611731794,4847.620508275767,2390.40991590998,0.3962131218109453,0.9510378139214051,0.2707401556104371,1.251481775383736,0.6027994300764428,0.39783107262845,0.02847075556587385,3.963786622897277,3.198861686503943,2.687452773009022,1.325209707767638
115,1150000,714.6884502796806,1716.446693031422,488.3604072719909,2257.543792301501,1087.328086908593,717.6066816399257,51.35547681186105,7161.907627297306,5774.855507807643,4850.12273928766,2391.711621113723,0.3927679135450071,0.9432993999963989,0.2683858933877376,1.240667544986564,0.597557696457592,0.3943716719968983,0.02822318377834451,3.935935322132085,3.173659722551679,2.665458757591131,1.314401516994672
116,1160000,714.6886508219587,1717.379049324672,488.3604072719909,2257.660547219011,1087.328087765183,717.6066816399257,51.35547681186105,7173.664971526138,5779.461459059031,4852.532713539737,2392.966084120448,0.3893820925167913,0.9356754820458559,0.2660722218930157,1.230035746415875,0.592406337472065,0.3909719162038216,0.0279798804699105,3.908410570693551,3.148810036314921,2.643793685307857,1.303753935486313
117,1170000,714.688830180258,1718.277917564647,488.3604072719909,2257.770361547139,1087.328088490792,717.6066816399257,51.35547681186105,7185.146913860285,5783.921255235335,4854.853832520394,2394.175019469801,0.3860541373281394,0.9281637982058607,0.2637981003383746,1.219581938887002,0.5873430358343424,0.3876302758943872,0.0277407361923899,3.881207563726239,3.124306182315155,2.622450959105033,1.293263771200781
118,1180000,714.6889905923164,1719.14450056375,488.3604072719909,2257.873647874765,1087.328089105449,717.6066816399257,51.35547681186105,7196.359905263687,5788.239534098617,4857.089372305814,2395.340079476416,0.3827825780121559,0.9207621392849915,0.2615625232168629,1.209301818183772,0.5823655528090202,0.3843452735562992,0.02750564520770863,3.854321576378517,3.100141852161293,2.601424138387521,1.282927906973809
119,1190000,714.6891340594915,1719.979957932179,488.3604072719909,2257.970794264097,1087.328089626121,717.6066816399257,51.35547681186105,7207.310245594069,5792.420786246452,4859.242488183908,2396.462856488224,0.3795659938870576,0.9134683474059978,0.2593645188200825,1.199191211743621,0.5774717249106792,0.3811154813415404,0.0272745053320136,3.827747962365926,3.076310871351057,2.580706934901033,1.272743298571897
120,1200000,714.6892623717297,1720.785407629652,488.3604072719909,2258.062165708675,1087.328090067176,717.6066816399257,51.35547681186105,7218.004087142434,5796.469359781714,4861.316219107748,2397.544885062793,0.3764030115157776,0.9062803146849501,0.2572031478299152,1.189246073939902,0.572659460768713,0.3779395189970275,0.02704721778758016,3.801482152561682,3.052807196151702,2.560293208730081,1.262706972799738
121,1210000,714.6893771298998,1721.561927461393,488.3604072719909,2258.148105504705,1087.328090440791,717.6066816399257,51.35547681186105,7228.447438089646,5800.389464834199,4863.31349198481,2398.587644064687,0.3732923027653691,0.8991959819467771,0.2550775019800812,1.179462481552871,0.5679267381475868,0.3748160518978785,0.02682368706206296,3.775519653613765,3.029624910558028,2.540176964408595,1.252816025660233
122,1220000,714.6894797657656,1722.310556520387,488.3604072719909,2258.228936540875,1087.328090757277,717.6066816399257,51.35547681186105,7238.646165882025,5804.18517793874,4865.237125808078,2399.59255868671,0.3702325829606261,0.892213337476135,0.2529867027835231,1.169836629421174,0.5632716011136059,0.3717437891774041,0.026603820774669,3.749856046588065,3.006758223325642,2.520352347139922,1.243067620565574
123,1230000,714.6895715598478,1723.032296577836,488.3604072719909,2258.304962511499,1087.328091025369,717.6066816399257,51.35547681186105,7248.606000527897,5807.860446274437,4867.089835634815,2400.56100239779,0.367222609126686,0.8853304158025953,0.2509299003218685,1.160364826266071,0.5586921573398644,0.3687214819483196,0.02638752954885869,3.724486985637098,2.984201465077597,2.50081363912293,1.233458986597889
124,1240000,714.6896536574015,1723.728113423667,488.3604072719909,2258.376469057537,1087.328091252468,717.6066816399257,51.35547681186105,7258.332537816918,5811.419091769327,4868.874236418674,2401.494298820169,0.3642611783157079,0.8785452965191591,0.2489062720934663,1.151043490680938,0.5541865755415805,0.3657479216100266,0.0261747268912066,3.699408196693784,2.961949085482431,2.481555255981131,1.223987416818022
125,1250000,714.6897270827054,1724.398938158895,488.3604072719909,2258.443724839798,1087.328091444841,717.6066816399257,51.35547681186105,7267.831242463975,5814.864815074833,4870.592846700481,2402.393723538466,0.3613471260130159,0.8718561031331371,0.2469150219167186,1.141869147279002,0.5497530830345119,0.3628219382371464,0.02596532907607695,3.674615476189786,2.939995650501836,2.462571743291763,1.214650266621049
126,1260000,714.6897927518391,1725.045668441569,488.3604072719909,2258.506982548331,1087.328091607799,717.6066816399257,51.35547681186105,7277.107451179475,5818.201199414088,4872.248092162961,2403.260505843088,0.3584793246183828,0.8652610019484696,0.2449553788856335,1.132838422992496,0.5453899634096263,0.3599423990447881,0.02575925503579062,3.650104689797959,2.918335839706114,2.443857773211898,1.205444952137168
127,1270000,714.6898514841138,1725.669169687965,488.3604072719909,2258.566479851822,1087.328091745839,717.6066816399257,51.35547681186105,7286.166375667686,5821.431714308143,4873.842309054406,2404.095830410358,0.3556566819983936,0.8587582009785781,0.243026596374723,1.123948043516812,0.5410955543176145,0.3571082069263252,0.02555642625598125,3.625871771198408,2.896964443655706,2.425408141198728,1.19636894867665
128,1280000,714.6899040122939,1726.270276230634,488.3604072719909,2258.622440290557,1087.328091862772,717.6066816399257,51.35547681186105,7295.013105554865,5824.559719183933,4875.377747486089,2404.900838921684,0.3528781401060701,0.8523459488888757,0.2411279510905455,1.115194829893462,0.5368682453572435,0.3543182990597133,0.02535676667585639,3.601912720867715,2.875876361347067,2.407217762821257,1.187419789217581
129,1290000,714.6899509917398,1726.849792434856,488.3604072719909,2258.675074116286,1087.328091961825,717.6066816399257,51.35547681186105,7303.652611248785,5827.588466867774,4876.856574608136,2405.676631623943,0.3501426736641702,0.8460225339680847,0.239258742167363,1.106575695225964,0.5327064760619171,0.3515716455786302,0.02516020259309782,3.578223604890877,2.855066597721266,2.38928167066073,1.178595062935141
130,1300000,714.6899930085834,1727.408493774997,488.3604072719909,2258.72457908218,1087.328092045731,717.6066816399257,51.35547681186105,7312.089746731294,5830.521106967971,4878.280877668275,2406.424268833252,0.3474492889087883,0.8397862831275369,0.2374182903045371,1.098087641523029,0.5286087339791554,0.3488672483049485,0.02496666257315091,3.554800553795521,2.83453026123366,2.371595011297192,1.169892413771243
131,1310000,714.6900305870414,1727.947127872198,488.3604072719909,2258.771141185811,1087.328092116808,717.6066816399257,51.35547681186105,7320.329252285445,5833.360689150131,4879.652666957824,2407.144772384159,0.3447970223900841,0.8336355609276556,0.2356059369434338,1.089727756663689,0.5245735528380323,0.3462041395392619,0.02477607736266884,3.53163976140794,2.814262561483117,2.354153042379652,1.16130953904335
132,1320000,714.6900641959567,1728.466415494802,488.3604072719909,2258.814935367979,1087.328092177016,717.6066816399257,51.35547681186105,7328.375757158773,5836.110166308514,4880.973878649066,2407.839127026229,0.342184939827155,0.8275687686308447,0.2338210434817411,1.081493211479214,0.5205995107999046,0.3435813809063887,0.02458837980689105,3.508737483730564,2.794258806899228,2.336951129777432,1.152844188091346
133,1330000,714.690094254645,1728.967051522843,488.3604072719909,2258.856126169987,1087.328092228018,717.6066816399257,51.35547681186105,7336.233782164151,5838.772397636751,4882.246377527989,2408.50828176996,0.3396121350142374,0.8215843432800277,0.2320629905232318,1.073381256946941,0.5166852287880508,0.3409980622529571,0.02440350477074901,3.486090037840408,2.774514402486035,2.319984744810293,1.144494160961365
134,1340000,714.6901211381297,1729.449705877892,488.3604072719909,2258.894868351848,1087.328092271222,717.6066816399257,51.35547681186105,7343.907742219754,5841.350151601156,4883.471959626295,2409.153151183843,0.3370777287755955,0.8156807568021102,0.2303311771611181,1.06538922149132,0.5128293688920985,0.338453300594353,0.02422138906350461,3.463693800808123,2.755024847620843,2.303249461555088,1.136257307125514
135,1350000,714.6901451818185,1729.915024419505,488.3604072719909,2258.931307473746,1087.328092307818,717.6066816399257,51.35547681186105,7351.40194882952,5843.846108819641,4884.652354756359,2409.774616644347,0.3345808679665995,0.8098565151356498,0.228625020293258,1.057514508387709,0.5090306328433639,0.3359462391084689,0.02404197136673791,3.441545208637227,2.735785733906676,2.286740954226681,1.128131524236464
136,1360000,714.6901666856885,1730.363629809479,488.3604072719909,2258.96558044292,1087.32809233882,717.6066816399257,51.35547681186105,7358.720612505495,5846.262864849328,4885.789228952712,2410.373527540544,0.3321207245186435,0.8041101573820522,0.2269439539675722,1.049754593264651,0.5052877605574515,0.3334760461738478,0.0238651921655119,3.419640755223142,2.716792743077041,2.270454994630966,1.1201147569159
137,1370000,714.6901859180302,1730.796122345058,488.3604072719909,2258.99781602805,1087.328092365081,717.6066816399257,51.35547681186105,7365.867845133468,5848.602932885656,4886.884186823526,2410.950702435016,0.3296964945256899,0.798440254979618,0.2252874287561301,1.042107021700531,0.5015995287406795,0.3310419144499511,0.02369099368255196,3.397976991331644,2.698041644951631,2.254387449687933,1.112204995575862
138,1380000,714.6902031187926,1731.213080762213,488.3604072719909,2259.028135343058,1087.328092387326,717.6066816399257,51.35547681186105,7372.84766228315,5850.868746375881,4887.938773815386,2411.506930182622,0.3273073973703456,0.792845410899796,0.223654911156448,1.034569406910734,0.4979647495570942,0.3286430599974152,0.02351931981528709,3.376550523596341,2.679528295441708,2.238534279022699,1.104400275272042
139,1390000,714.6902185025788,1731.615063010078,488.3604072719909,2259.056652302156,1087.32809240617,717.6066816399257,51.35547681186105,7379.663985464284,5853.062661549618,4888.954478394575,2412.042971008671,0.3249526748875035,0.7873242588650137,0.2220458830186318,1.027139427521556,0.4943822693530212,0.3262787214362828,0.02335011607560877,3.35535801353484,2.661248634603855,2.222891532622569,1.096698674588115
140,1400000,714.690232261322,1732.002606997559,488.3604072719909,2259.083474047827,1087.328092422132,717.6066816399257,51.35547681186105,7386.320644329878,5855.186959869109,4889.932734147912,2412.559557547957,0.3226315905636825,0.7818754625874698,0.2204598409970702,1.019814825427305,0.4908509674362767,0.3239481591403093,0.02318332953221156,3.334396176583202,2.643198684740912,2.2074553485582,1.089098314550221
141,1410000,714.6902445666814,1732.376231313138,488.3604072719909,2259.108701353391,1087.328092435654,717.6066816399257,51.35547681186105,7392.821378827844,5857.243850401707,4890.874921806162,2413.057395846092,0.3203434287703139,0.7764977150282999,0.2188962960254597,1.012593403727194,0.4873697549073284,0.3216506544655554,0.02301890875538736,3.313661781148368,2.62537454854885,2.192221950767017,1.081597357570731
142,1420000,714.6902555721829,1732.736435918811,488.3604072719909,2259.132429001614,1087.328092447108,717.6066816399257,51.35547681186105,7399.16984130224,5859.235472117113,4891.782371192817,2413.537166324498,0.3180874940293095,0.771189737676541,0.2173547728140129,1.005473024738747,0.4839375735398396,0.3193855090115725,0.02285680376415224,3.293151647678179,2.607772407308461,2.177187646897085,1.074194006420481
143,1430000,714.6902654151348,1733.083702819111,488.3604072719909,2259.154746140824,1087.328092456811,717.6066816399257,51.35547681186105,7405.369598545269,5861.163896111686,4892.656363101041,2413.999524710366,0.3158631103093463,0.7659502798473273,0.215834809367761,0.9984516080846162,0.4805533947081849,0.3171520439135895,0.02269696597559174,3.272862647748678,2.590388519120689,2.162348826209691,1.066886503228637
144,1440000,714.6902742183419,1733.418496706098,488.3604072719909,2259.175736619858,1087.32809246503,717.6066816399257,51.35547681186105,7411.424133801252,5863.031127762197,4893.498131101413,2414.445102932878,0.3136696203513833,0.7607781179987877,0.2143359565249293,0.9915271288498266,0.477216218359652,0.3149495991641896,0.02253934815631679,3.252791703168327,2.57321921718452,2.147701957538954,1.05967312850943
145,1450000,714.6902820916353,1733.741265581185,488.3604072719909,2259.19547930309,1087.328092471992,717.6066816399257,51.35547681186105,7417.336848723622,5864.839108811214,4894.308863283007,2414.874509986901,0.3115063850220093,0.7556720550671094,0.2128577775144126,0.9846976158065882,0.4739250720291717,0.3127775329630573,0.0223839043759284,3.232935785098848,2.556260908116336,2.1332435873068,1.05255220021498
146,1460000,714.6902891332452,1734.052441354618,488.3604072719909,2259.214048366739,1087.32809247789,717.6066816399257,51.35547681186105,7423.111065286104,5866.589719386353,4895.089703930287,2415.288332765321,0.3093727826932952,0.7506309198192593,0.2113998475314371,0.9779611497039581,0.4706790098945385,0.3106352210934473,0.02223058996239465,3.213291913192341,2.539510070309709,2.118970337591741,1.045522072813482
